URL,Version,Status,OIDs,Name,Title,Description,Used
http://example.org/langpack/CodeSystem/cs-en-administrative-gender,0.1.0,active,,AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.",
